#,name,pci-e,series,vram,cores,memory_clock,boost_clock,price,producer,length,slots,8-pin connectors,6-pin connectors,hdmi,display port,dvi,vga,sync,tdp,image_url,gaming,graphic design,programming,office
157,PNY GeForce RTX 2060 SUPER XRL8 OC Twin Fan,3.0,GeForce RTX 2060 Super,8,2176,14000,1680,409.99,PNY,235.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,175,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,FALSE,FALSE,FALSE
158,PNY GeForce RTX 2070 XLR8 Gaming OC,3.0,GeForce RTX 2070,8,2304,14000,1710,629.99,PNY,188.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,G-Sync,185,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
159,PowerColor Radeon RX 570 Red Dragon,3.0,Radeon RX 570 (4GB),4,2048,7000,1250,128.99,PowerColor,255.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,FreeSync,120,https://cdna.pcpartpicker.com/static/forever/images/product/4fb6a9ff7a0a8bc989b227ee35e426fe.256p.jpg,FALSE,FALSE,TRUE,FALSE
160,PowerColor Radeon VII,3.0,Radeon VII,16,3840,2000,1750,699.99,PowerColor,280.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,FreeSync,300,https://cdna.pcpartpicker.com/static/forever/images/product/812b86b62d7ff81cd1332110ce96ac91.256p.jpg,TRUE,TRUE,FALSE,FALSE
161,Sapphire Nitro+ Radeon RX 570 4G,3.0,Radeon RX 570 (4GB),4,2048,7000,1340,219.99,Sapphire,260.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,FreeSync,120,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,FALSE,FALSE,TRUE,FALSE
162,Sapphire Nitro+ Radeon RX 570 8G,3.0,Radeon RX 570 (8GB),8,2048,7000,1340,236.59,Sapphire,260.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,FreeSync,120,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,FALSE,FALSE,FALSE,FALSE
163,Sapphire Nitro+ Radeon RX 590 8G 50th Anniversary,3.0,Radeon RX 590,8,2304,8000,1560,235.84,Sapphire,260.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,FreeSync,235,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,TRUE,TRUE,FALSE,FALSE
164,Sapphire Nitro+ Radeon RX 590 8G Special Edition,3.0,Radeon RX 590,8,2304,8400,1560,209.99,Sapphire,260.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,FreeSync,175,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,TRUE,TRUE,FALSE,FALSE
165,Sapphire Nitro+ Radeon RX Vega 56,3.0,Radeon RX Vega 56,8,3584,800,1550,599.99,Sapphire,316.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,FreeSync,250,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,FALSE,FALSE,TRUE,TRUE
166,Sapphire Nitro+ Radeon RX Vega 64,3.0,Radeon RX Vega 64,8,4096,945,1580,826.06,Sapphire,310.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,FreeSync,300,https://images-na.ssl-images-amazon.com/images/I/41ofxJftd6L.jpg,FALSE,FALSE,TRUE,FALSE
167,Sapphire Pulse Radeon RX 550 4G,3.0,Radeon RX 550,4,512,7000,1206,99.99,Sapphire,158.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,FreeSync,50,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,FALSE,FALSE,TRUE,TRUE
168,Sapphire Pulse Radeon RX 5500 XT,4.0,Radeon RX 5500 XT (8GB),8,1408,1750,1845,229.99,Sapphire,233.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,140,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,FALSE,FALSE,TRUE,FALSE
169,Sapphire Pulse Radeon RX 5600 XT,4.0,Radeon RX 5600 XT (6GB),6,2304,14000,1750,299.99,Sapphire,254.0,2.5,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,150,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,FALSE,FALSE,TRUE,FALSE
170,Sapphire Pulse Radeon RX 570 4G,3.0,Radeon RX 570 (4GB),4,2048,7000,1284,139.99,Sapphire,230.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,FreeSync,120,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,FALSE,FALSE,TRUE,FALSE
171,Sapphire Pulse Radeon RX 5700,4.0,Radeon RX 5700,8,2304,14000,1750,339.99,Sapphire,254.0,2.5,1.0,1.0,1.0,3.0,0.0,0.0,FreeSync,180,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
172,Sapphire Pulse Radeon RX 5700 XT,4.0,Radeon RX 5700 XT,8,2560,14000,1925,399.99,Sapphire,254.0,2.5,1.0,1.0,1.0,3.0,0.0,0.0,FreeSync,225,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
173,Sapphire Pulse Radeon RX 580 4G,3.0,Radeon RX 580 (4GB),4,2304,7000,1366,197.97,Sapphire,230.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
174,Sapphire Pulse Radeon RX 580 8G,3.0,Radeon RX 580 (8GB),8,2304,8000,1366,239.99,Sapphire,230.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
175,Sapphire Pulse Radeon RX 6600 Gaming,4.0,Radeon RX 6600,8,1792,14000,2044,279.99,SAPPHIRE,193.0,2.5,1.0,0.0,1.0,3.0,0.0,0.0,,132,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
176,Sapphire Pulse Radeon RX 7600 Gaming,4.0,Radeon RX 7600,8,2048,18000,2754,269.99,SAPPHIRE,240.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,165,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
177,Sapphire Pulse Radeon RX Vega 56,3.0,Radeon RX Vega 56,8,3584,800,1512,369.0,Sapphire,282.0,2.5,2.0,0.0,1.0,3.0,0.0,0.0,FreeSync,250,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,FALSE,FALSE,TRUE,TRUE
178,Sapphire Radeon RX 5700,4.0,Radeon RX 5700,8,2304,14000,1725,329.99,Sapphire,268.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,FreeSync,180,https://cdna.pcpartpicker.com/static/forever/images/product/dac0a423e293d98957670b9e46e997f1.256p.jpg,TRUE,TRUE,FALSE,FALSE
179,Sapphire Radeon VII,3.0,Radeon VII,16,3840,2000,1750,699.99,Sapphire,280.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,FreeSync,300,https://cdna.pcpartpicker.com/static/forever/images/product/2270978db545fc416882d48b1c08a55a.256p.jpg,TRUE,TRUE,FALSE,FALSE
180,Sapphire Toxic Radeon RX 6900 XT AIO Cooled,4.0,Radeon RX 6900 XT,16,5120,16000,2365,1403.99,SAPPHIRE,270.0,2.5,2.0,1.0,1.0,3.0,0.0,0.0,,0,https://cdna.pcpartpicker.com/static/forever/images/product/0c71576e2613636225574af817a67ddf.256p.jpg,TRUE,TRUE,FALSE,FALSE
181,XFX Radeon RX 460 Single Fan,3.0,Radeon RX 460 (4GB),4,896,3500,1220,128.17,XFX,238.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,FreeSync,75,https://cdna.pcpartpicker.com/static/forever/images/product/7a8d66854d65f497aca573e84772d861.256p.jpg,FALSE,FALSE,TRUE,TRUE
182,XFX Radeon RX 580 GTS Core Edition,3.0,Radeon RX 580 (4GB),4,2304,8000,1386,230.27,XFX,270.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/7a8d66854d65f497aca573e84772d861.256p.jpg,TRUE,TRUE,FALSE,FALSE
183,"ZOTAC GAMING GeForce GTX 1650 OC, 4096 MB GDDR5",3.0,GeForce GTX 1650 (4GB),4,896,8008,1695,142.99,ZOTAC,151.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,G-Sync,75,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,FALSE,FALSE,TRUE,FALSE
184,ZOTAC GAMING GeForce GTX 1650 Super Twin Fan,3.0,GeForce GTX 1650 Super,4,1280,12000,1725,159.99,ZOTAC,158.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,G-Sync,100,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,FALSE,FALSE,TRUE,FALSE
185,ZOTAC GAMING GeForce GTX 1660 AMP! Edition,3.0,GeForce GTX 1660 (6GB),6,1408,8000,1845,239.99,ZOTAC,209.6,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,130,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,FALSE,FALSE,FALSE
186,ZOTAC GAMING GeForce GTX 1660 Super AMP! Edition,3.0,GeForce GTX 1660 Super,6,1408,14000,1845,249.99,ZOTAC,209.6,,1.0,0.0,0.0,0.0,0.0,0.0,,125,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,FALSE,FALSE,FALSE
187,ZOTAC GAMING GeForce GTX 1660 Twin Fan,3.0,GeForce GTX 1660 (6GB),6,1408,8000,1785,229.99,ZOTAC,173.4,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,120,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,FALSE,FALSE,FALSE
188,ZOTAC GAMING GeForce RTX 2080 AMP! Edition,3.0,GeForce RTX 2080,8,2944,14000,1830,639.99,ZOTAC,308.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,G-Sync,225,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
189,ZOTAC GAMING GeForce RTX 2080 Blower,3.0,GeForce RTX 2080,8,2944,14000,1710,934.79,ZOTAC,268.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,G-Sync,225,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
190,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge,4.0,GeForce RTX 3060 Ti,8,4864,14000,1665,439.99,ZOTAC,223.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,200,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
191,ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC,4.0,GeForce RTX 3060 Ti,8,4864,14000,1695,629.99,ZOTAC,223.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,200,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
192,ZOTAC GAMING GeForce RTX 3060 Twin Edge OC,4.0,GeForce RTX 3060,12,3584,15000,1807,349.99,ZOTAC,225.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,170,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
193,ZOTAC GAMING GeForce RTX 3080 Ti AMP! Extreme Holo,4.0,GeForce RTX 3080 Ti,12,10240,19000,1785,899.99,ZOTAC,352.9,3.0,3.0,0.0,1.0,3.0,0.0,0.0,,400,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
194,ZOTAC GAMING GeForce RTX 3080 Trinity OC LHR,4.0,GeForce RTX 3080 (12GB),12,8960,19000,1725,1115.54,ZOTAC,317.8,3.0,2.0,0.0,1.0,3.0,0.0,0.0,,350,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
195,ZOTAC GAMING GeForce RTX 3090 ArcticStorm,4.0,GeForce RTX 3090,24,10496,19500,1695,1249.99,ZOTAC,301.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,,350,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
196,ZOTAC GAMING GeForce RTX 3090 Ti AMP! Extreme Holo,4.0,GeForce RTX 3090 Ti,24,10752,21000,1890,1239.99,ZOTAC,355.9,3.5,0.0,0.0,1.0,3.0,0.0,0.0,,450,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,TRUE,TRUE,FALSE,FALSE
197,ZOTAC GeForce GTX 1060 AMP! Edition,3.0,GeForce GTX 1060 (6GB),6,1280,8008,1771,285.99,ZOTAC,210.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,G-Sync,120,https://cdna.pcpartpicker.com/static/forever/images/product/07ff8dc03a65e34edc811c97d838af9a.256p.jpg,FALSE,FALSE,TRUE,FALSE
198,ZOTAC GeForce GTX 1070 Mini,3.0,GeForce GTX 1070,8,1920,8008,1708,309.99,ZOTAC,210.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,G-Sync,150,https://cdna.pcpartpicker.com/static/forever/images/product/d2cfb89d9edbb3e8427e81df4159c2d4.256p.jpg,FALSE,FALSE,TRUE,FALSE
